0,0,0,0
0,0,-0.1,-0.1
0,0,0.8,1.1
0,0,9,13.3
0,0,36.7,54.7
0,0,91.4,136.4
0,0,168.6,251.9
0,0,259.9,388.3
0,0,360.3,538.4
0,0,466.1,696.7
0,0,570.9,853.7
0,0,667.6,998.6
0,0,750.5,1123.1
0.1,0,816.4,1222.2
0.1,0,863.4,1293.4
0.1,0,890.8,1335.5
0.1,0,897.8,1347.1
0.1,0,884.5,1328.2
0.1,0,852.8,1281.7
0.1,0,806.6,1213.2
0.1,0,748.2,1126.5
0.1,0,679.2,1023.5
0.1,0,602.3,908.4
0.1,0,521.6,787.6
0.1,0,440.2,665.6
0.1,0,359,543.6
0.1,0,279.3,423.8
0.1,0,203.7,309.9
0.1,0,133.8,204.5
0.1,0,69.7,107.7
0.1,0,10.8,18.8
0.1,0,-42.1,-61.2
0.1,1,-88.7,-131.6
0.1,1,-129.5,-193.3
0.1,1,-165.6,-247.8
0.1,1,-197.5,-295.8
0.1,1,-225.5,-337.7
0.1,1,-250.2,-374.5
0.2,1,-272.2,-407.3
0.2,1,-292.2,-437.2
0.2,1,-310.7,-464.9
0.2,1,-327.9,-490.8
0.2,1,-343.9,-515.1
0.2,1,-359,-538.3
0.2,1,-373.9,-561.3
0.2,1,-388.6,-583.9
0.2,1,-402.6,-605.5
0.2,1,-415.9,-625.9
0.2,1,-429.1,-646.1
0.2,1,-442.2,-665.9
0.2,1,-454.4,-684.2
0.2,1,-465.5,-700.5
0.2,1,-475.9,-715.6
0.2,1,-485.9,-729.9
0.2,1,-494.7,-742.3
0.2,1,-501.9,-752.1
0.2,1,-508,-760.1
0.2,1,-513.4,-767.1
0.2,1,-517.7,-772.3
0.2,1,-520.2,-775.1
0.2,1,-521.2,-776
0.2,1,-521.4,-775.9
0.2,1,-520.4,-774.7
0.3,1,-517.8,-771.6
0.3,2,-513.8,-766.9
0.3,2,-509.1,-761.7
0.3,2,-503.7,-755.9
0.3,2,-497.4,-748.9
0.3,2,-490.2,-740.9
0.3,2,-482.7,-732.3
0.3,2,-475,-723.5
0.3,2,-467,-713.9
0.3,2,-458.6,-703.5
0.3,2,-450.1,-692.5
0.3,2,-441.7,-681
0.3,2,-433.4,-669.1
0.3,2,-425.2,-656.5
