0,0,0,0
0,0,-0.1,-0.2
0,0,1.2,1.3
0,0,13.9,15.3
0,0,56.8,62.6
0,0,141.8,156
0,0,261.8,288
0,0,403.5,443.9
0,0,559.5,615.4
0,0,724,796.2
0,0,887.3,975.4
0,0,1037.9,1140.8
0,0,1167.5,1282.8
0.1,0,1270.6,1395.8
0.1,0,1344.6,1476.7
0.1,0,1388.2,1524.2
0.1,0,1400.2,1536.9
0.1,0,1380.1,1514.5
0.1,0,1331.4,1460.6
0.1,0,1259.5,1381.3
0.1,0,1168.6,1281.2
0.1,0,1060.6,1162.4
0.1,0,939.9,1029.8
0.1,0,813.3,890.7
0.1,0,685.4,750.3
0.1,0,557.8,610.2
0.1,0,432.5,472.7
0.1,0,313.5,342.2
0.1,0,203.7,221.8
0.1,0,102.8,111.4
0.1,0,10.6,10.4
0.1,0,-72.2,-80.1
0.1,1,-144.6,-159.4
0.1,1,-207.8,-228.5
0.1,1,-263.2,-289.3
0.1,1,-311.7,-342.6
0.1,1,-353.9,-389
0.1,1,-390.6,-429.6
0.2,1,-423.1,-465.7
0.2,1,-452.8,-498.7
0.2,1,-480.5,-529.5
0.2,1,-506.5,-558.4
0.2,1,-531,-585.6
0.2,1,-554.7,-611.8
0.2,1,-578.3,-637.8
0.2,1,-601.9,-663.6
0.2,1,-624.6,-688.3
0.2,1,-646.2,-711.8
0.2,1,-667.6,-734.9
0.2,1,-688.8,-757.7
0.2,1,-708.3,-778.8
0.2,1,-725.8,-797.6
0.2,1,-741.9,-815
0.2,1,-757.1,-831.4
0.2,1,-770.3,-845.7
0.2,1,-780.8,-857.1
0.2,1,-789.4,-866.5
0.2,1,-796.9,-874.8
0.2,1,-802.7,-881.1
0.2,1,-805.9,-884.7
0.2,1,-807.3,-886.2
0.2,1,-807.8,-886.6
0.2,1,-807.1,-885.5
0.3,1,-804.5,-882.1
0.3,2,-800.2,-876.8
0.3,2,-795.1,-870.5
0.3,2,-789.1,-863.4
0.3,2,-781.8,-854.8
0.3,2,-773.2,-844.9
0.3,2,-764,-834.5
0.3,2,-754.4,-823.7
0.3,2,-744,-812.2
0.3,2,-732.7,-799.9
0.3,2,-720.8,-787
0.3,2,-708.4,-773.7
0.3,2,-695.4,-759.8
0.3,2,-681.7,-745.1
0.3,2,-667.1,-729.7
0.3,2,-652,-713.6
0.3,2,-636.4,-697
0.3,2,-620.4,-680
0.3,2,-604,-662.5
0.3,2,-587,-644.2
0.3,2,-569.8,-625.6
0.3,2,-552.7,-606.9
0.3,2,-535.3,-587.7
0.3,2,-517.4,-567.8
0.3,2,-499.3,-547.5
0.4,2,-481.4,-527.3
0.4,2,-463.5,-507.1
0.4,2,-445.2,-486.2
0.4,2,-426.6,-465
0.4,2,-408.2,-444.1
0.4,2,-390,-423.4
0.4,2,-371.3,-402.3
0.4,2,-352.1,-380.8
0.4,3,-333.1,-359.7
0.4,3,-314.4,-339
0.4,3,-295.2,-318
0.4,3,-275.5,-296.6
0.4,3,-255.9,-275.6
0.4,3,-236.7,-255.1
0.4,3,-217.4,-234.7
0.4,3,-197.7,-214
0.4,3,-178.1,-193.5
0.4,3,-159.2,-173.8
0.4,3,-140.5,-154.3
0.4,3,-121.7,-134.7
0.4,3,-103.3,-115.3
0.4,3,-85.6,-96.7
0.4,3,-68.6,-78.7
0.4,3,-51.9,-60.7
0.4,3,-35.4,-42.9
0.5,3,-19.4,-25.6
0.5,3,-3.9,-8.7
0.5,3,11.6,8.4
0.5,3,27.1,25.5
0.5,3,42.3,42.6
0.5,3,57.2,59.4
0.5,3,72,76.2
0.5,3,86.7,92.9
0.5,3,101.2,109.4
0.5,3,115.3,125.4
0.5,3,129,141
0.5,3,142.5,156.1
0.5,3,155.9,170.9
0.5,3,169,185.2
0.5,3,181.8,199.1
0.5,4,194.2,212.5
0.5,4,206.4,225.5
0.5,4,218.3,238.3
0.5,4,229.7,250.6
0.5,4,240.4,262.3
0.5,4,250.7,273.6
0.5,4,260.6,284.7
0.5,4,270.1,295.3
0.5,4,278.8,305.4
0.5,4,287.1,315.1
0.6,4,295.2,324.6
0.6,4,302.9,333.8
0.6,4,310,342.3
0.6,4,316.5,350.1
0.6,4,322.9,357.8
0.6,4,329.3,365.3
0.6,4,335.1,372
0.6,4,340.6,378.2
0.6,4,346.1,384.3
0.6,4,351.7,390.4
0.6,4,357,396
0.6,4,361.9,401.1
0.6,4,366.8,406.2
0.6,4,371.8,411.2
0.6,4,376.5,415.8
0.6,4,380.5,419.7
0.6,4,384.2,423.3
0.6,4,387.7,426.9
0.6,4,390.9,430.1
0.6,4,393.3,432.5
0.6,4,395.1,434.5
0.6,4,396.8,436.4
0.6,5,398.2,438
0.6,5,398.9,438.8
0.6,5,399.2,439.2
0.7,5,399.4,439.4
0.7,5,399.5,439.4
0.7,5,399.2,438.9
0.7,5,398.5,437.9
0.7,5,397.7,436.6
0.7,5,396.8,435.2
0.7,5,395.6,433.4
0.7,5,394,431.1
0.7,5,392.2,428.7
0.7,5,390.3,426.1
0.7,5,388.2,423.2
0.7,5,385.8,420.1
0.7,5,383.2,416.8
0.7,5,380.3,413.4
0.7,5,377.3,409.7
0.7,5,373.9,405.9
0.7,5,370.2,401.9
0.7,5,366.4,397.7
0.7,5,362.4,393.5
0.7,5,358.3,389.1
0.7,5,354.2,384.7
0.7,5,350,379.9
0.7,5,345.7,375
0.7,5,341.5,370
0.7,5,337.2,364.8
0.8,5,332.6,359.2
0.8,5,327.9,353.4
0.8,5,323.2,347.6
0.8,5,318.4,341.8
0.8,6,313.4,335.8
0.8,6,308,329.7
0.8,6,302.6,323.8
0.8,6,297.2,318.1
0.8,6,291.5,312.2
0.8,6,285.4,306.1
0.8,6,279.3,300.2
0.8,6,273.1,294.4
0.8,6,266.7,288.4
0.8,6,260,282.1
0.8,6,253.2,275.8
0.8,6,246.6,269.7
0.8,6,239.9,263.5
0.8,6,233.1,256.9
0.8,6,226.3,250.3
0.8,6,219.7,243.8
0.8,6,213.2,237.2
0.8,6,206.5,230.2
0.8,6,199.8,223
0.8,6,193.5,216
0.8,6,187.4,209
0.9,6,181.2,201.8
0.9,6,175,194.6
0.9,6,169.1,187.6
0.9,6,163.3,180.8
0.9,6,157.4,173.8
0.9,6,151.4,166.8
0.9,6,145.4,159.9
0.9,6,139.5,153.2
0.9,6,133.5,146.4
0.9,6,127.3,139.6
0.9,6,121.3,133
0.9,7,115.4,126.6
0.9,7,109.7,120.2
0.9,7,103.9,113.9
0.9,7,98.2,107.6
0.9,7,92.7,101.4
0.9,7,87.2,95.2
0.9,7,81.6,89
0.9,7,76.1,82.7
0.9,7,70.7,76.4
0.9,7,65.2,70.1
0.9,7,59.8,63.8
0.9,7,54.3,57.5
0.9,7,48.9,51.4
0.9,7,43.6,45.3
1,7,38.2,39.4
1,7,32.7,33.6
1,7,27.1,27.8
1,7,21.5,22.1
1,7,15.8,16.4
1,7,10.2,10.8
1,7,4.5,5.1
1,7,-1.3,-0.7
1,7,-6.9,-6.3
1,7,-12.4,-11.7
1,7,-17.7,-17.1
1,7,-22.9,-22.3
1,7,-27.9,-27.3
1,7,-32.5,-32.1
1,7,-36.9,-36.7
1,7,-41.2,-41.4
1,7,-45.2,-46
1,7,-48.8,-50.3
1,8,-52.1,-54.6
1,8,-55.5,-58.8
1,8,-58.7,-62.9
1,8,-61.8,-66.8
