0,0,0,0
0,0,-0.2,-0.2
0,0,1.3,1.3
0,0,15.3,15.9
0,0,62.6,65.4
0,0,156,163.3
0,0,288,301.5
0,0,443.9,464.8
0,0,615.5,644.4
0,0,796.3,833.9
0,0,975.7,1021.8
0,0,1141.3,1195.1
0,0,1283.4,1343.9
0.1,0,1396.5,1462.3
0.1,0,1477.4,1547.1
0.1,0,1524.8,1597
0.1,0,1537.3,1610.3
0.1,0,1514.6,1586.9
0.1,0,1460.3,1530.4
0.1,0,1380.6,1447.3
0.1,0,1279.9,1342.2
0.1,0,1160.7,1217.6
0.1,0,1027.7,1078.6
0.1,0,888.2,932.7
0.1,0,747.4,785.5
0.1,0,607,638.8
0.1,0,469.2,494.8
0.1,0,338.4,358.1
0.1,0,217.8,232.1
0.1,0,107.3,116.5
0.1,0,6.4,10.8
0.1,0,-84,-83.9
0.1,1,-162.9,-166.9
0.1,1,-231.5,-239.3
0.1,1,-291.7,-303
0.1,1,-344.5,-359
0.1,1,-390.5,-407.8
0.1,1,-430.7,-450.6
0.2,1,-466.6,-488.7
0.2,1,-499.5,-523.5
0.2,1,-530.4,-556.1
0.2,1,-559.6,-586.8
0.2,1,-587,-615.8
0.2,1,-613.4,-643.6
0.2,1,-639.5,-671.2
0.2,1,-665,-698.4
0.2,1,-689.1,-724.2
0.2,1,-711.8,-748.6
0.2,1,-733.9,-772.5
0.2,1,-755.5,-795.8
0.2,1,-775.3,-817.3
0.2,1,-792.8,-836.2
0.2,1,-808.8,-853.6
0.2,1,-824,-870
0.2,1,-837.1,-884.2
0.2,1,-847.6,-895.3
0.2,1,-856.2,-904.4
0.2,1,-863.8,-912.2
0.2,1,-869.9,-918
0.2,1,-873.4,-921.1
0.2,1,-875.2,-922.1
0.2,1,-876.1,-922.2
0.2,1,-876,-921.1
0.3,1,-873.9,-917.9
0.3,2,-869.9,-912.9
0.3,2,-865.1,-907.1
0.3,2,-859.3,-900.4
0.3,2,-852,-892.3
0.3,2,-843.1,-882.7
0.3,2,-833.4,-872.3
0.3,2,-823.1,-861.5
0.3,2,-812,-849.7
0.3,2,-799.9,-837
0.3,2,-787.1,-823.6
0.3,2,-774,-809.7
0.3,2,-760.4,-795.1
0.3,2,-746.2,-779.9
0.3,2,-731.4,-763.9
0.3,2,-716,-747.1
0.3,2,-700.3,-730
0.3,2,-684.3,-712.4
0.3,2,-667.7,-694.2
0.3,2,-650.3,-675.3
0.3,2,-632.4,-656
0.3,2,-614.3,-636.5
0.3,2,-595.5,-616.6
0.3,2,-575.8,-596
0.3,2,-555.5,-575.1
0.4,2,-535.1,-554.3
0.4,2,-514.4,-533.4
0.4,2,-492.8,-511.9
0.4,2,-470.8,-490
0.4,2,-449.1,-468.3
0.4,2,-427.5,-446.8
0.4,2,-405.4,-424.6
0.4,2,-383.1,-401.8
0.4,3,-361.2,-379.3
0.4,3,-340,-357.3
0.4,3,-318.7,-334.9
0.4,3,-297.3,-312.3
0.4,3,-276.3,-290
0.4,3,-256.2,-268.4
0.4,3,-236.2,-246.9
0.4,3,-216,-225.1
0.4,3,-196.2,-203.6
0.4,3,-177,-182.8
0.4,3,-158.1,-162.4
0.4,3,-138.9,-141.7
0.4,3,-119.7,-121.3
0.4,3,-101.1,-101.5
0.4,3,-82.7,-82.2
0.4,3,-64.1,-62.9
0.4,3,-45.5,-43.8
0.5,3,-27.3,-25.2
0.5,3,-9.5,-7.1
0.5,3,8.3,10.9
0.5,3,26,28.8
0.5,3,43.3,46.3
0.5,3,60.1,63.3
0.5,3,76.4,80.1
0.5,3,92.5,96.8
0.5,3,108.2,113.1
0.5,3,123.5,129.1
0.5,3,138.6,144.8
0.5,3,153.4,160.2
0.5,3,168,175.3
0.5,3,182.3,190
0.5,3,196.1,204.2
0.5,4,209.5,217.9
0.5,4,222.7,231.3
0.5,4,235.7,244.6
0.5,4,248.3,257.4
0.5,4,260.4,269.6
0.5,4,272.2,281.5
0.5,4,283.9,293.2
0.5,4,295.2,304.6
0.5,4,306,315.2
0.5,4,316.4,325.5
0.6,4,326.7,335.7
0.6,4,336.7,345.6
0.6,4,346,354.9
0.6,4,354.7,363.6
0.6,4,363.1,372.2
0.6,4,371.2,380.6
0.6,4,378.5,388.4
0.6,4,385.1,395.6
0.6,4,391.3,402.7
0.6,4,397.4,409.8
0.6,4,402.8,416.4
0.6,4,407.6,422.3
0.6,4,412,427.9
0.6,4,416.4,433.5
0.6,4,420.2,438.5
0.6,4,423.3,442.7
0.6,4,426,446.5
